,child_case,head_case,relation,child_pos,head_pos,file_name
8546,acc,Ind,prawiyogi,acc. sg. m.,conj.,Gold_399.csv
8547,Ind,FV,anuyogi,conj.,impft . md. sg. 3,Gold_399.csv
8548,FV,ROOT,root,impft . md. sg. 3,NA,Gold_399.csv
8549,Ind,FV,sambanxah,conj.,pr. ac. pl. 3,Gold_973.csv
8550,g,acc,rartisambanxah,g. sg. f.,acc. sg. m.,Gold_973.csv
8551,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_973.csv
8552,Ind,acc,sambanxah,conj.,acc. sg. m.,Gold_973.csv
8553,acc,FV,karma,acc. sg. m.,pr. ac. pl. 3,Gold_973.csv
8554,acc,Ind,prawiyogi,acc. pl. m.,conj.,Gold_973.csv
8555,Ind,FV,anuyogi,conj.,pr. ac. pl. 3,Gold_973.csv
8556,Ind,FV,sambanxah,conj.,pr. ac. pl. 3,Gold_973.csv
8557,Ind,Ind,sambanxah,conj.,conj.,Gold_973.csv
8558,FV,ROOT,root,pr. ac. pl. 3,NA,Gold_973.csv
8559,inst,IV,karwa,i. sg. n.,ca. pp.,Gold_293.csv
8560,nom,acc,viseranam,nom. sg. n.,acc. sg. n.,Gold_293.csv
8561,acc,acc,viseranam,acc. sg. n.,acc. sg. n.,Gold_293.csv
8562,acc,IV,karma,acc. sg. n.,ca. pp.,Gold_293.csv
8563,loc,IV,axikaranam,loc. sg. n.,ca. pp.,Gold_293.csv
8564,IV,ROOT,root,ca. pp.,NA,Gold_293.csv
8565,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_605.csv
8566,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_605.csv
8567,nom,FV,karwa,nom. sg. m.,pr. ac. sg. 3,Gold_605.csv
8568,acc,acc,viseranam,acc. sg. f.,acc. sg. f.,Gold_605.csv
8569,acc,acc,viseranam,acc. sg. f.,acc. sg. f.,Gold_605.csv
8570,acc,FV,karma,acc. sg. f.,pr. ac. sg. 3,Gold_605.csv
8571,FV,ROOT,root,pr. ac. sg. 3,NA,Gold_605.csv
8572,acc,acc,viseranam,acc. sg. f.,acc. sg. f.,Gold_603.csv
8573,acc,acc,viseranam,acc. sg. f.,acc. sg. f.,Gold_603.csv
8574,acc,Ind,karma,acc. sg. f.,conj.,Gold_603.csv
8575,Ind,IV,sambanxah,conj.,ca. inf.,Gold_603.csv
8576,g,loc,rartisambanxah,g. pl. n.,loc. sg. m.,Gold_603.csv
8577,loc,IV,axikaranam,loc. sg. m.,pp.,Gold_603.csv
8578,IV,IV,prayojanam,ca. inf.,pp.,Gold_603.csv
8579,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_603.csv
8580,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_603.csv
8581,acc,IV,karma,acc. sg. m.,pp.,Gold_603.csv
8582,IV,ROOT,root,pp.,NA,Gold_603.csv
8583,nom,acc,viseranam,nom. sg. n.,acc. sg. m.,Gold_921.csv
8584,acc,IV,karma,acc. sg. m.,abs.,Gold_921.csv
8585,IV,FV,purvakalah,abs.,fut. md. sg. 3,Gold_921.csv
8586,nom,FV,karwa,nom. sg. m.,fut. md. sg. 3,Gold_921.csv
8587,g,acc,rartisambanxah,g. sg. *,acc. sg. f.,Gold_921.csv
8588,acc,FV,karma,acc. sg. f.,fut. md. sg. 3,Gold_921.csv
8589,nom,FV,kriyaviseranam,nom. sg. n.,fut. md. sg. 3,Gold_921.csv
8590,FV,ROOT,root,fut. md. sg. 3,NA,Gold_921.csv
8591,loc,FV,axikaranam,loc. sg. m.,pr. ac. sg. 3,Gold_599.csv
8592,Ind,nom,axikaranam,conj.,nom. sg. m.,Gold_599.csv
8593,nom,FV,bavalakranasapwami_samanakalah,nom. sg. m.,pr. ac. sg. 3,Gold_599.csv
8594,nom,nom,karwa,nom. sg. m.,nom. sg. m.,Gold_599.csv
8595,Ind,nom,sambanxah,conj.,nom. sg. m.,Gold_599.csv
8596,Ind,FV,sambanxah,conj.,pr. ac. sg. 3,Gold_599.csv
8597,Ind,Ind,sambanxah,conj.,conj.,Gold_599.csv
8598,acc,FV,karma,acc. sg. n.,pr. ac. sg. 3,Gold_599.csv
8599,Ind,FV,sambanxah,conj.,pr. ac. sg. 3,Gold_599.csv
8600,FV,ROOT,root,pr. ac. sg. 3,NA,Gold_599.csv
8601,nom,FV,karwa,nom. sg. m.,pr. ac. sg. 3,Gold_424.csv
8602,acc,FV,karma,acc. sg. m.,pr. ac. sg. 3,Gold_424.csv
8603,FV,ROOT,root,pr. ac. sg. 3,NA,Gold_424.csv
8604,abl,FV,apaxanam,abl. sg. n.,imp. ps. sg. 3,Gold_1336.csv
8605,nom,FV,karma,nom. sg. n.,imp. ps. sg. 3,Gold_1336.csv
8606,FV,ROOT,root,imp. ps. sg. 3,NA,Gold_1336.csv
8607,Ind,Ind,viseranam,conj.,conj.,Gold_182.csv
8608,nom,nom,viseranam,nom. pl. f.,nom. pl. f.,Gold_182.csv
8609,Ind,Ind,viseranam,conj.,conj.,Gold_182.csv
8610,nom,nom,viseranam,nom. pl. f.,nom. pl. f.,Gold_182.csv
8611,nom,FV,karwa,nom. pl. f.,pr. md. pl. 3,Gold_182.csv
8612,Ind,FV,axikaranam,conj.,pr. md. pl. 3,Gold_182.csv
8613,g,g,viseranam,g. pl. f.,g. pl. f.,Gold_182.csv
8614,g,acc,rartisambanxah,g. pl. f.,acc. sg. f.,Gold_182.csv
8615,acc,FV,karma,acc. sg. f.,pr. md. pl. 3,Gold_182.csv
8616,FV,ROOT,root,pr. md. pl. 3,NA,Gold_182.csv
8617,g,acc,rartisambanxah,g. sg. n.,acc. sg. n.,Gold_553.csv
8618,acc,IV,karma,acc. sg. n.,abs.,Gold_553.csv
8619,IV,FV,purvakalah,abs.,impft. [4] md. pl. 3,Gold_553.csv
8620,nom,nom,viseranam,nom. pl. m.,nom. pl. m.,Gold_553.csv
8621,Ind,nom,sambanxah,conj.,nom. pl. m.,Gold_553.csv
8622,nom,FV,karwa,nom. pl. m.,impft. [4] md. pl. 3,Gold_553.csv
8623,loc,FV,axikaranam,loc. sg. n.,impft. [4] md. pl. 3,Gold_553.csv
8624,nom,FV,karwqsamanaxikaranam,nom. pl. m.,impft. [4] md. pl. 3,Gold_553.csv
8625,FV,ROOT,root,impft. [4] md. pl. 3,NA,Gold_553.csv
8626,nom,FV,karwa,nom. sg. n.,pr. [2] ac. sg. 3,Gold_1008.csv
8627,loc,FV,axikaranam,loc. sg. m.,pr. [2] ac. sg. 3,Gold_1008.csv
8628,FV,Ind,sambanxah,pr. [2] ac. sg. 3,conj.,Gold_1008.csv
8629,Ind,ROOT,root,conj.,NA,Gold_1008.csv
8630,loc,FV,axikaranam,loc. sg. f.,imp. [10] ac. pl. 2,Gold_1008.csv
8631,FV,Ind,sambanxah,imp. [10] ac. pl. 2,conj.,Gold_1008.csv
8632,inst,FV,karanam,inst. sg. m.,pp. . sg. ,Gold_806.csv
8633,g,loc,rartisambanxah,g. sg. m.,loc. sg. m.,Gold_806.csv
8634,loc,FV,axikaranam,loc. sg. m.,pp. . sg. ,Gold_806.csv
8635,nom,FV,karwa,nom. sg. f.,pp. . sg. ,Gold_806.csv
8636,FV,ROOT,root,pp. . sg. ,NA,Gold_806.csv
8637,adv,IV,sambanxah,adv.,ca. ppa.,Gold_235.csv
8638,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_235.csv
8639,Ind,acc,sambanxah,conj.,acc. sg. m.,Gold_235.csv
8640,acc,IV,karma,acc. sg. m.,ca. ppa.,Gold_235.csv
8641,nom,IV,karwa,nom. du. n.,ca. ppa.,Gold_235.csv
8642,loc,IV,axikaranam,loc. sg. n.,ca. ppa.,Gold_235.csv
8643,Ind,IV,sambanxah,part.,ca. ppa.,Gold_235.csv
8644,Ind,Ind,sambanxah,prep.,part.,Gold_235.csv
8645,IV,ROOT,root,ca. ppa.,NA,Gold_235.csv
8646,nom,IV,karwa,nom. sg. m.,pp.,Gold_92.csv
8647,Ind,nom,sambanxah,conj.,nom. sg. m.,Gold_92.csv
8648,nom,FV,karwa,nom. pl. f.,pr. [2] ac. sg. 3,Gold_92.csv
8649,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_92.csv
8650,nom,FV,karwqsamanaxikaranam,nom. sg. m.,pr. [2] ac. sg. 3,Gold_92.csv
8651,FV,Ind,prawiyogi,pr. [2] ac. sg. 3,part.,Gold_92.csv
8652,Ind,IV,anuyogi,part.,abs.,Gold_92.csv
8653,IV,IV,purvakalah,abs.,pp.,Gold_92.csv
8654,loc,IV,axikaranam,loc. sg. n.,pp.,Gold_92.csv
8655,inst,Ind,prawiyogi,i. sg. f.,prep.,Gold_92.csv
8656,Ind,acc,anuyogi,prep.,acc. sg. m.,Gold_92.csv
8657,loc,IV,axikaranam,loc. sg. m.,inf.,Gold_92.csv
8658,acc,acc,viseranam,acc. pl. n.,acc. pl. n.,Gold_92.csv
8659,acc,IV,karma,acc. pl. n.,inf.,Gold_92.csv
8660,acc,IV,karma,acc. sg. m.,inf.,Gold_92.csv
8661,IV,IV,prayojanam,inf.,pp.,Gold_92.csv
8662,acc,IV,karma,acc. sg. m.,pp.,Gold_92.csv
8663,IV,ROOT,root,pp.,NA,Gold_92.csv
8664,Ind,FV,sambanxah,ind.,aor. [5] ac. sg. 3,Gold_1075.csv
8665,g,acc,rartisambanxah,g. sg. f.,acc. sg. n.,Gold_1075.csv
8666,acc,acc,viseranam,acc. sg. n.,acc. sg. n.,Gold_1075.csv
8667,acc,FV,karma,acc. sg. n.,aor. [5] ac. sg. 3,Gold_1075.csv
8668,nom,FV,karwa,nom. sg. n.,aor. [5] ac. sg. 3,Gold_1075.csv
8669,FV,ROOT,root,aor. [5] ac. sg. 3,NA,Gold_1075.csv
8670,Ind,FV,hewuh,conj.,impft . ac. sg. 3,Gold_914.csv
8671,nom,FV,karwa,nom. sg. m.,impft . ac. sg. 3,Gold_914.csv
8672,FV,FV,karwqsamanaxikaranam,pp. . sg. ,impft . ac. sg. 3,Gold_914.csv
8673,FV,ROOT,root,impft . ac. sg. 3,NA,Gold_914.csv
8674,abl,IV,apaxanam,abl. pl. n.,abs.,Gold_834.csv
8675,acc,IV,karma,acc. sg. m.,abs.,Gold_834.csv
8676,loc,IV,axikaranam,loc. sg. m.,abs.,Gold_834.csv
8677,IV,Ind,samucciwam,abs.,conj.,Gold_834.csv
8678,IV,Ind,samucciwam,ca. abs.,conj.,Gold_834.csv
8679,Ind,IV,purvakalah,conj.,ppa.,Gold_834.csv
8680,acc,IV,karma,acc. sg. n.,ppa.,Gold_834.csv
8681,IV,ROOT,root,ppa.,NA,Gold_834.csv
8682,loc,IV,axikaranam,loc. sg. n.,pfp. [2],Gold_1089.csv
8683,loc,IV,axikaranam,loc. sg. m.,pfp. [2],Gold_1089.csv
8684,inst,IV,karanam,i. pl. m.,pfp. [2],Gold_1089.csv
8685,FV,inst,sambanxah,pr. [2] ac. du. 1,i. pl. m.,Gold_1089.csv
8686,loc,IV,axikaranam,loc. sg. m.,pfp. [2],Gold_1089.csv
8687,acc,acc,viseranam,acc. sg. f.,acc. sg. f.,Gold_1089.csv
8688,acc,IV,karma,acc. sg. f.,pfp. [2],Gold_1089.csv
8689,IV,ROOT,root,pfp. [2],NA,Gold_1089.csv
8690,inst,FV,hewuh,i. sg. m.,per. fut. ac. sg. 3,Gold_664.csv
8691,g,nom,rartisambanxah,g. sg. m.,nom. pl. f.,Gold_664.csv
8692,nom,FV,karwa,nom. pl. f.,per. fut. ac. sg. 3,Gold_664.csv
8693,FV,ROOT,root,per. fut. ac. sg. 3,NA,Gold_664.csv
8694,acc,Ind,prawiyogi,acc. sg. f.,prep.,Gold_419.csv
8695,Ind,nom,anuyogi,prep.,nom. sg. m.,Gold_419.csv
8696,nom,FV,karwqsamanaxikaranam,nom. sg. m.,fut. ac. sg. 1,Gold_419.csv
8697,Ind,FV,sambanxah,part.,fut. ac. sg. 1,Gold_419.csv
8698,FV,ROOT,root,fut. ac. sg. 1,NA,Gold_419.csv
8699,nom,FV,karwa,nom. sg. *,fut. ac. sg. 1,Gold_419.csv
8700,loc,loc,viseranam,loc. sg. m.,loc. sg. m.,Gold_254.csv
8701,loc,loc,axikaranam,loc. sg. m.,loc. sg. m.,Gold_254.csv
8702,adv,loc,kriyaviseranam,adv.,loc. sg. m.,Gold_254.csv
8703,inst,loc,karanam,i. sg. f.,loc. sg. m.,Gold_254.csv
8704,nom,loc,karwa,nom. sg. m.,loc. sg. m.,Gold_254.csv
8705,nom,IV,karwa,nom. sg. m.,ca. ppa.,Gold_107.csv
8706,acc,IV,sambanxah,acc. pl. m.,abs.,Gold_107.csv
8707,acc,IV,sambanxah,acc. sg. n.,abs.,Gold_107.csv
8708,IV,IV,purvakalah,abs.,ca. ppa.,Gold_107.csv
8709,g,acc,rartisambanxah,g. pl. n.,acc. sg. m.,Gold_107.csv
8710,acc,IV,karma,acc. sg. m.,ca. ppa.,Gold_107.csv
8711,acc,IV,karmasamanaxikaranam,acc. sg. m.,ca. ppa.,Gold_107.csv
8712,IV,ROOT,root,ca. ppa.,NA,Gold_107.csv
8713,FV,abl,rartisambanxah,pp. . sg. ,abl. sg. m.,Gold_1263.csv
8714,abl,FV,hewuh,abl. sg. m.,opt. ac. sg. 3,Gold_1263.csv
8715,Ind,abl,sambanxah,conj.,abl. sg. m.,Gold_1263.csv
8716,acc,FV,karma,acc. sg. m.,opt. ac. sg. 3,Gold_1263.csv
8717,Ind,FV,sambanxah,conj.,opt. ac. sg. 3,Gold_1263.csv
8718,FV,ROOT,root,opt. ac. sg. 3,NA,Gold_1263.csv
8719,nom,FV,karwa,nom. sg. m.,pft. ac. sg. 3,Gold_394.csv
8720,Ind,ROOT,root,conj.,NA,Gold_394.csv
8721,acc,FV,karma,acc. sg. m.,pft. ac. sg. 3,Gold_394.csv
8722,loc,FV,axikaranam,loc. sg. n.,pft. ac. sg. 3,Gold_394.csv
8723,inst,inst,viseranam,i. sg. m.,i. sg. m.,Gold_394.csv
8724,inst,FV,karanam,i. sg. m.,pft. ac. sg. 3,Gold_394.csv
8725,FV,Ind,samucciwam,pft. ac. sg. 3,conj.,Gold_394.csv
8726,nom,Ind,samucciwam,nom. sg. m.,conj.,Gold_394.csv
8727,dat,FV,waxarwyam,dat. pl. m.,pr. [10] ac. sg. 1,Gold_1215.csv
8728,g,acc,rartisambanxah,g. sg. n.,acc. sg. m.,Gold_1215.csv
8729,Ind,FV,sambanxah,part.,pr. [10] ac. sg. 1,Gold_1215.csv
8730,acc,FV,karma,acc. sg. m.,pr. [10] ac. sg. 1,Gold_1215.csv
8731,FV,ROOT,root,pr. [10] ac. sg. 1,NA,Gold_1215.csv
8732,nom,FV,karwa,nom. pl. m.,pr. [10] ac. pl. 3,Gold_366.csv
8733,acc,FV,karma,acc. sg. n.,pr. [10] ac. pl. 3,Gold_366.csv
8734,Ind,FV,sambanxah,part.,pr. [10] ac. pl. 3,Gold_366.csv
8735,FV,ROOT,root,pr. [10] ac. pl. 3,NA,Gold_366.csv
8736,nom,nom,viseranam,nom. sg. m.,nom. sg. m.,Gold_1390.csv
8737,nom,FV,karwa,nom. sg. m.,impft. [6] ac. sg. 3,Gold_1390.csv
8738,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_1390.csv
8739,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_1390.csv
8740,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_1390.csv
8741,g,inst,rartisambanxah,g. pl. f.,i. pl. n.,Gold_1390.csv
8742,inst,acc,sambanxah,i. pl. n.,acc. sg. m.,Gold_1390.csv
8743,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_1390.csv
8744,inst,acc,sambanxah,i. pl. m.,acc. sg. n.,Gold_1390.csv
8745,acc,acc,viseranam,acc. sg. n.,acc. sg. m.,Gold_1390.csv
8746,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_1390.csv
8747,acc,acc,viseranam,acc. sg. m.,acc. sg. m.,Gold_1390.csv
8748,acc,FV,karma,acc. sg. m.,impft. [6] ac. sg. 3,Gold_1390.csv
8749,inst,Ind,samucciwam,i. sg. f.,conj.,Gold_1390.csv
8750,inst,Ind,samucciwam,i. sg. f.,conj.,Gold_1390.csv
8751,Ind,FV,hewuh,conj.,impft. [6] ac. sg. 3,Gold_1390.csv
8752,inst,acc,sambanxah,i. sg. n.,acc. sg. m.,Gold_1390.csv
8753,acc,FV,karma,acc. sg. m.,impft. [6] ac. sg. 3,Gold_1390.csv
8754,FV,ROOT,root,impft. [6] ac. sg. 3,NA,Gold_1390.csv
8755,loc,FV,axikaranam,loc. sg. m.,pr. [1] md. sg. 3,Gold_80.csv
8756,g,nom,rartisambanxah,g. du. f.,nom. sg. m.,Gold_80.csv
8757,Ind,IV,sambanxah,conj.,inf.,Gold_80.csv
8758,nom,Ind,samucciwam,nom. sg. m.,conj.,Gold_80.csv
8759,g,acc,rartisambanxah,g. sg. m.,acc. sg. n.,Gold_80.csv
8760,acc,IV,karma,acc. sg. n.,inf.,Gold_80.csv
8761,IV,FV,prayojanam,inf.,pr. [1] md. sg. 3,Gold_80.csv
8762,acc,FV,karma,acc. sg. m.,pr. [1] md. sg. 3,Gold_80.csv
8763,FV,Ind,samucciwam,pr. [1] md. sg. 3,conj.,Gold_80.csv
8764,Ind,FV,sambanxah,part.,pr. [1] md. sg. 3,Gold_80.csv
8765,Ind,ROOT,root,conj.,NA,Gold_80.csv
8766,acc,nom,viseranam,acc. sg. n.,nom. sg. m.,Gold_868.csv
8767,Ind,FV,axikaranam,conj.,pp. . sg. ,Gold_868.csv
8768,nom,FV,karwa,nom. sg. m.,pp. . sg. ,Gold_868.csv
8769,acc,FV,karma,acc. sg. m.,pp. . sg. ,Gold_868.csv
8770,FV,ROOT,root,pp. . sg. ,NA,Gold_868.csv
8771,acc,acc,viseranam,acc. sg. f.,acc. sg. f.,Gold_1352.csv
8772,acc,nom,karma,acc. sg. f.,nom. sg. n.,Gold_1352.csv
8773,nom,acc,viseranam,nom. sg. n.,acc. pl. f.,Gold_1352.csv
8774,acc,FV,karma,acc. pl. f.,pft. ac. sg. 3,Gold_1352.csv
8775,nom,FV,karwa,nom. sg. m.,pft. ac. sg. 3,Gold_1352.csv
8776,Ind,FV,viseranam,conj.,pft. ac. sg. 3,Gold_1352.csv
8777,g,g,viseranam,g. pl. f.,g. pl. f.,Gold_1352.csv
8778,g,inst,rartisambanxah,g. pl. f.,inst. pl. n.,Gold_1352.csv
8779,inst,inst,viseranam,inst. pl. n.,inst. pl. m.,Gold_1352.csv
8780,Ind,FV,viseranam,conj.,pft. ac. sg. 3,Gold_1352.csv
8781,Ind,Ind,prawiyogi,conj.,conj.,Gold_1352.csv
8782,Ind,nom,anuyogi,conj.,nom. sg. n.,Gold_1352.csv
8783,nom,FV,viseranam,nom. sg. n.,pft. ac. sg. 3,Gold_1352.csv
8784,inst,FV,karanam,inst. pl. m.,pft. ac. sg. 3,Gold_1352.csv
8785,FV,ROOT,root,pft. ac. sg. 3,NA,Gold_1352.csv
8786,acc,Ind,samucciwam,acc. sg. m.,conj.,Gold_34.csv
8787,acc,Ind,samucciwam,acc. sg. m.,conj.,Gold_34.csv
8788,Ind,acc,viseranam,conj.,acc. sg. n.,Gold_34.csv
8789,acc,FV,karma,acc. sg. n.,pr. [1] md. pl. 3,Gold_34.csv
8790,FV,ROOT,root,pr. [1] md. pl. 3,NA,Gold_34.csv
8791,nom,FV,karwa,nom. pl. f.,pr. [1] md. pl. 3,Gold_34.csv
8792,dat,nom,sampraxanam,dat. sg. m.,nom. sg. n.,Gold_712.csv
8793,g,nom,rartisambanxah,g. sg. m.,nom. sg. n.,Gold_712.csv
8794,nom,nom,karwa,nom. sg. n.,nom. sg. n.,Gold_712.csv
8795,nom,FV,karwa,nom. sg. n.,aor. [5] ac. sg. 3,Gold_712.csv
8796,FV,ROOT,root,aor. [5] ac. sg. 3,NA,Gold_712.csv
8797,acc,FV,karma,acc. sg. m.,impft. [6] ac. sg. 3,Gold_410.csv
8798,nom,FV,karwa,nom. sg. m.,impft. [6] ac. sg. 3,Gold_410.csv
8799,acc,FV,karma,acc. sg. n.,impft. [6] ac. sg. 3,Gold_410.csv
8800,FV,ROOT,root,impft. [6] ac. sg. 3,NA,Gold_410.csv
8801,adv,FV,kriyaviseranam,adv.,ca. impft. ac. sg. 3,Gold_1490.csv
8802,nom,FV,karwa,nom. sg. m.,ca. impft. ac. sg. 3,Gold_1490.csv
8803,abl,FV,sampraxanam,abl. pl. m.,ca. impft. ac. sg. 3,Gold_1490.csv
8804,acc,acc,viseranam,acc. sg. n.,acc. sg. n.,Gold_1490.csv
8805,acc,FV,karma,acc. sg. n.,ca. impft. ac. sg. 3,Gold_1490.csv
8806,FV,ROOT,root,ca. impft. ac. sg. 3,NA,Gold_1490.csv
8807,nom,nom,viseranam,nom. pl. f.,nom. pl. f.,Gold_1248.csv
8808,nom,FV,karwa,nom. pl. f.,pr. [1] ac. sg. 3,Gold_1248.csv
8809,acc,ROOT,root,acc. sg. f.,NA,Gold_1248.csv
8810,acc,FV,karma,acc. sg. f.,pr. [1] ac. sg. 3,Gold_1248.csv
8811,FV,acc,prawiyogi,pr. [1] ac. sg. 3,acc. sg. f.,Gold_1248.csv
8812,acc,acc,viseranam,acc. sg. f.,acc. sg. f.,Gold_1248.csv
8813,acc,FV,karma,acc. sg. f.,ca. impft. ac. sg. 3,Gold_1248.csv
8814,FV,acc,prawiyogi,ca. impft. ac. sg. 3,acc. sg. f.,Gold_1248.csv
8815,g,nom,rartisambanxah,g. pl. *,nom. sg. f.,Gold_1248.csv
8816,nom,FV,karwa,nom. sg. f.,ca. impft. ac. sg. 3,Gold_1248.csv
8817,FV,Ind,samucciwam,imp. [1] ac. sg. 2,conj.,Gold_101.csv
8818,voc,voc,viseranam,voc. du. n.,voc. du. n.,Gold_101.csv
8819,voc,FV,samboxyah,voc. du. n.,imp. [1] ac. sg. 2,Gold_101.csv
8820,nom,FV,karwqsamanaxikaranam,nom. sg. n.,pr. [2] ac. sg. 2,Gold_101.csv
8821,FV,Ind,samucciwam,pr. [2] ac. sg. 2,conj.,Gold_101.csv
8822,g,nom,rartisambanxah,g. sg. m.,nom. sg. n.,Gold_101.csv
8823,Ind,ROOT,root,conj.,NA,Gold_101.csv
8824,acc,IV,karma,acc. sg. m.,ppa.,Gold_1451.csv
8825,nom,nom,viseranam,nom. sg. f.,nom. sg. f.,Gold_1451.csv
8826,nom,IV,karwa,nom. sg. f.,ppa.,Gold_1451.csv
8827,IV,ROOT,root,ppa.,NA,Gold_1451.csv
8828,nom,FV,karwa,nom. sg. m.,pr. ac. sg. 3,Gold_1344.csv
8829,acc,FV,karma,acc. sg. m.,pr. ac. sg. 3,Gold_1344.csv
8830,FV,ROOT,root,pr. ac. sg. 3,NA,Gold_1344.csv
8831,g,g,viseranam,g. sg. n.,g. sg. n.,Gold_323.csv
8832,g,nom,rartisambanxah,g. sg. n.,nom. du. n.,Gold_323.csv
8833,nom,nom,viseranam,nom. du. n.,nom. du. n.,Gold_323.csv
8834,nom,FV,karwa,nom. du. n.,pr. [1] ac. du. 3,Gold_323.csv
8835,Ind,FV,sambanxah,part.,pr. [1] ac. du. 3,Gold_323.csv
8836,FV,ROOT,root,pr. [1] ac. du. 3,NA,Gold_323.csv
8837,abl,FV,apaxanam,abl. pl. n.,ca. fut. ac. sg. 1,Gold_395.csv
8838,dat,FV,sampraxanam,dat. sg. *,ca. fut. ac. sg. 1,Gold_395.csv
8839,acc,acc,viseranam,acc. sg. n.,acc. sg. n.,Gold_395.csv
8840,acc,FV,karma,acc. sg. n.,ca. fut. ac. sg. 1,Gold_395.csv
8841,FV,ROOT,root,ca. fut. ac. sg. 1,NA,Gold_395.csv
8842,loc,loc,viseranam,loc. sg. n.,loc. sg. n.,Gold_1291.csv
8843,loc,nom,axikaranam,loc. sg. n.,nom. sg. m.,Gold_1291.csv
8844,loc,nom,axikaranam,loc. sg. m.,nom. sg. m.,Gold_1291.csv
8845,loc,nom,axikaranam,loc. sg. m.,nom. sg. m.,Gold_1291.csv
8846,Ind,nom,sambanxah,part.,nom. sg. m.,Gold_1291.csv
8847,g,nom,rartisambanxah,g. sg. n.,nom. sg. m.,Gold_1291.csv
8848,Ind,g,sambanxah,conj.,g. sg. n.,Gold_1291.csv
8849,nom,nom,viseranam,nom. sg. m.,nom. sg. *,Gold_1291.csv
8850,nom,nom,karwa,nom. sg. *,nom. sg. m.,Gold_1291.csv
8851,inst,nom,kriyaviseranam,i. sg. n.,nom. sg. m.,Gold_1291.csv
8852,acc,nom,karma,acc. sg. f.,nom. sg. m.,Gold_1291.csv
8853,nom,Ind,prawiyogi,nom. sg. m.,part.,Gold_1291.csv
8854,Ind,acc,anuyogi,part.,acc. sg. n.,Gold_1291.csv
8855,acc,FV,karma,acc. sg. n.,pr. [1] ac. sg. 1,Gold_1291.csv
8856,adv,FV,kriyaviseranam,adv.,pr. [1] ac. sg. 1,Gold_1291.csv
8857,nom,FV,karwa,nom. sg. *,pr. [1] ac. sg. 1,Gold_1291.csv
8858,FV,ROOT,root,pr. [1] ac. sg. 1,NA,Gold_1291.csv
8859,nom,FV,karwa,nom. sg. m.,pr. [2] ac. sg. 3,Gold_885.csv
8860,g,nom,rartisambanxah,g. sg. *,nom. sg. m.,Gold_885.csv
8861,nom,FV,karwqsamanaxikaranam,nom. sg. m.,pr. [2] ac. sg. 3,Gold_885.csv
8862,FV,ROOT,root,pr. [2] ac. sg. 3,NA,Gold_885.csv
8863,nom,IV,karwa,nom. sg. m.,pp.,Gold_205.csv
8864,acc,IV,karma,acc. sg. m.,abs.,Gold_205.csv
8865,IV,IV,purvakalah,abs.,pp.,Gold_205.csv
8866,IV,ROOT,root,pp.,NA,Gold_205.csv
8867,Ind,FV,sambanxah,conj.,fut. ac. sg. 1,Gold_1128.csv
8868,abl,FV,apaxanam,abl. sg. n.,fut. ac. sg. 1,Gold_1128.csv
8869,loc,FV,axikaranam,loc. sg. m.,fut. ac. sg. 1,Gold_1128.csv
8870,Ind,FV,sambanxah,prep.,fut. ac. sg. 1,Gold_1128.csv
8871,loc,FV,axikaranam,loc. sg. m.,fut. ac. sg. 1,Gold_1128.csv
8872,FV,ROOT,root,fut. ac. sg. 1,NA,Gold_1128.csv
8873,loc,IV,axikaranam,loc. sg. n.,pp.,Gold_168.csv
8874,g,abl,rartisambanxah,g. sg. f.,abl. sg. n.,Gold_168.csv
8875,abl,IV,apaxanam,abl. sg. n.,pp.,Gold_168.csv
8876,nom,IV,karwa,nom. du. n.,pp.,Gold_168.csv
8877,acc,IV,karma,acc. sg. m.,pp.,Gold_168.csv
8878,IV,ROOT,root,pp.,NA,Gold_168.csv
8879,acc,FV,karma,acc. pl. f.,ca. fut. md. sg. 3,Gold_139.csv
8880,inst,FV,karwa,i. sg. *,ca. fut. md. sg. 3,Gold_139.csv
8881,IV,FV,prayojanam,inf.,ca. fut. md. sg. 3,Gold_139.csv
8882,Ind,FV,sambanxah,part.,ca. fut. md. sg. 3,Gold_139.csv
8883,FV,ROOT,root,ca. fut. md. sg. 3,NA,Gold_139.csv
8884,nom,FV,karwa,nom. sg. m.,pft. ac. sg. 3,Gold_75.csv
8885,g,FV,viseranam,g. pl. m.,pft. ac. sg. 3,Gold_75.csv
8886,g,voc,rartisambanxah,g. pl. m.,voc. sg. m.,Gold_75.csv
8887,voc,nom,karma,voc. sg. m.,nom. sg. n.,Gold_75.csv
8888,dat,nom,prayojanam,dat. pl. f.,nom. sg. n.,Gold_75.csv
